类型,索引,替换目标,文本值(繁中）
task_config,800065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,800066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,800067,desc,對戰中贏得一場勝利（非冒險）
task_config,800068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,800069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,800070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,800071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,800072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,800073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,800074,desc,對戰中贏得一場勝利（非冒險）
task_config,800075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,800076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,800077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,800078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,800079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,800080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,800081,desc,對戰中贏得一場勝利（非冒險）
task_config,800082,desc,完成2次冒險勝利
task_config,900001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,900002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,900003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,900004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,900005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,900006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,900007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,900008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,900009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,900010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,900011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,900012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,900013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,900014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,900015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,900016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,900017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,900018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,900019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,900020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,900021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,900022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,900023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,900024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,900025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,900026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,900027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,900028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,900029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,900030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,900031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,900032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,900033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,900034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,900035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,900036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,900037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,900038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,900039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,900040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,900041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,900042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,900043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,900044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,900045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,900046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,900047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,900048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,900049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,900050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,900051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,900052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,900053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,900054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,900055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,900056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,900057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,900058,desc,對戰中贏得一場勝利（非冒險）
task_config,900059,desc,對戰中消滅6個怪物（非冒險）
task_config,900060,desc,對戰中使用6個物品（非冒險）
task_config,900061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,900062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,900063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,900064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,900065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,900066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,900067,desc,對戰中贏得一場勝利（非冒險）
task_config,900068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,900069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,900070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,900071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,900072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,900073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,900074,desc,對戰中贏得一場勝利（非冒險）
task_config,900075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,900076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,900077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,900078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,900079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,900080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,900081,desc,對戰中贏得一場勝利（非冒險）
task_config,900082,desc,完成2次冒險勝利
task_config,1000001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,1000002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,1000003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1000004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,1000005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1000006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,1000007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1000008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1000009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1000010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1000011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1000012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1000013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1000014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1000015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1000016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,1000017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,1000018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,1000019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,1000020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,1000021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,1000022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,1000023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1000024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,1000025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1000026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,1000027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
